setid,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WcOck,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
hnbPp,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
VBmhv,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
qQZcI,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
ooRmZ,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
KPNAn,Requejo et al. (2014),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
ZPWCy,Requejo et al. (2014),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
XLsLR,Requejo et al. (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
xktSR,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
MKiyS,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide
TzyKu,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
RfvHY,Shekaari and Kazempour (2011b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
hfJnZ,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
ZAfGw,Singh and Kumar (2008),Density,Liquid,AAfegG,COCCOCCOCCO,2-[2-(2-methoxyethoxy)ethoxy]ethanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
eWDVB,Sohal et al. (2021),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water,,,
IOYMO,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
bnirZ,Yan et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
OMfhE,Zhao et al. (2003b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AATgdC,CC1COC(=O)O1,propylene carbonate,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide
PqXho,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
lKEXM,De Lisi et al. (1989a),Density,Liquid,ABBuyO,CCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-decanaminium bromide",AADYJk,O,water,,,
oLDWO,Dubey (2010),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
RWfXd,Gonzalez-Perez et al. (2003),Density,Liquid,AADYJk,O,water,ABQbdA,CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],"N-benzyl-N,N-dimethyldecan-1-aminium bromide",,,
kgARE,Jalili et al. (2017),Density,Liquid,AAGcjK,S,hydrogen sulfide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
KKATI,Oleinikova and Bonetti (1996),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
HAKEA,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
RTVZg,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
zSGJs,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
FxOXe,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
usOCZ,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
lwYjZ,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
sZcWv,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
jJyFg,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
aDPpT,Zhang et al. (2021b),Density,Liquid,ABnYaD,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCCCC)[N+]1=CC=CC=C1,N-decylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
QhvTp,Awwad et al. (2014),Density,Liquid,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
PzfoL,Klomfar et al. (2014),Density,Liquid,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,,,,
zevab,Klomfar et al. (2015a),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,,,
diPcb,Shahbaz et al. (2012),Density,Liquid,AARkmK,OCC(O)CO,glycerol,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
igRWY,Anantharaj and Banerjee (2013),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
Sbfts,Anantharaj and Banerjee (2013),Density,Liquid,AADYJk,O,water,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
yIdAw,Bahadur and Deenadayalu (2011),Density,Liquid,AAGIBL,CO,methanol,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
BRrCv,Brouillette et al. (1998),Density,Liquid,AAHueB,CC#N,acetonitrile,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
YoLtq,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AAGIBL,CO,methanol,,,
mCGEt,Cai et al. (2017),Density,Liquid,ABdDxa,C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",AADYJk,O,water,,,
ImAgR,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
NjPna,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
fBJWN,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide
KSeqE,Chen et al. (2015a),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,ABaZrZ,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.[Br-].[Br-],"1,1'-(hexane-1,6-diyl)bis(3-methyl-1H-imidazol-3-ium) bromide"
LVPod,Collins et al. (2000),Density,Liquid,AAHAMB,Cl,hydrogen chloride,AADYJk,O,water,AAbLlA,OCC[NH2+]CCO.[Cl-],bis(2-hydroxyethyl)ammonium chloride
HNTNy,Dubey (2010),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
uuRKf,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
zVmWd,Gaba et al. (2017d),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAkOaH,CCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-pentylimidazolium chloride,AADYJk,O,water
KMDxp,Gao et al. (2009),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
CCeUz,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
FaKCK,Golmohammadi et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
foEmr,Golmohammadi et al. (2021),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
NgAKi,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
pYeve,Gomez et al. (2006c),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZuEWl,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
eGUCp,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
ENgVs,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
XQkIB,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
mjkBq,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
fUbBg,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
xUwpC,Gonzalez and Gonzalez (2014),Density,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
UpGLi,Gonzalez et al. (2008a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
IWNvZ,Gonzalez et al. (2008d),Density,Liquid,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate,,,
ncgTB,Gonzalez et al. (2009a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,
HPUyK,Gonzalez et al. (2013b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,
kgdVt,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
GzYnp,Haghtalab and Shojaeian (2014),Density,Liquid,AAULmj,OCCNCCO,diethanolamine,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
ILUqT,Haghtalab and Shojaeian (2014),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
iWlpY,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
USTMi,Jacquemin et al. (2007a),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,
WTaJk,Jacquemin et al. (2007a),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,
DxEcs,Jacquemin et al. (2007a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,
HlKBk,Jacquemin et al. (2007a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
QkQcK,Jacquemin et al. (2007a),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,
kHyfk,Jacquemin et al. (2008c),Density,Liquid,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,,,,
wmqzb,Jacquemin et al. (2008c),Density,Liquid,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
MkqCu,Kanakubo et al. (2016a),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,
YMxLh,Keshapolla et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
ApyZs,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
LkNEY,Krakowiak et al. (2000),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
YIjGs,Li et al. (2010h),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
TOSHV,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
sHhAp,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
TgUBG,Oliveira et al. (2015),Density,Liquid,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
zhmoJ,Orchilles et al. (2006),Density,Liquid,AADYJk,O,water,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
qeyjl,Patil et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
CmLIT,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
bDZvf,Qi and Wang (2009),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Tvshn,Qi and Wang (2009),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BMzsZ,Qiao et al. (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,
qSMRI,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate
UuBkI,Sanmamed et al. (2007),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,,,
VIFBR,Sanmamed et al. (2007),Density,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,,,
bTuUn,Shekaari and Kazempour (2012a),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
gzsBY,Shekaari and Kazempour (2012a),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
tYwBA,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
urHKU,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
YHNas,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
OUwab,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
WpQxM,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAIsrh,CCO,ethanol,,,
IQuMe,Shekaari et al. (2019c),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
sPjJU,Shekaari et al. (2019c),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
