setid,"Temperature, K","Pressure, kPa","Specific density, kg/m³",reference,propertiy,phases,compound id 1,compound id 2,compound id 3,compound name 1,compound name 2,compound name 3
MZcum,0.0,0.0,1026.5±2.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1022.8±2.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1019±2.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1015.2±2.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1011.4±2.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1007.5±2.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1003.6±2.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,999.7±2.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,996.1±2.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,992.1±2.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,988.2±2.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1042.3±3.3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1038.8±3.3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1035.3±3.3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1031.6±3.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1027.9±3.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1024.3±3.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1020.6±3.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1017±3.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1013.3±3.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1009.6±3.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1005.9±3.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1002.1±3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,998.6±3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,994.8±3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,990.9±3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,987±3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,983.1±2.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,979.1±2.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,975.2±2.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1028.6±3.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1025.2±3.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1021.7±3.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1018.3±3.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1014.7±3.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1011.2±3.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1007.5±3.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1003.9±3.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1000.4±3.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,997.1±3.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,993.4±3.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,989.8±3.3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,986.1±3.3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,982.4±3.3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,978.7±3.3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,974.8±3.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,971±3.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,967.1±3.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,963.2±3.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,959.3±3.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
SMXoO,0.0,0.0,988.4±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1026.6±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1056.5±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1088.8±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1109.9±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1131.5±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1146.9±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1163.6±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1177.5±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1191.4±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1203.7±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,984.4±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1023.5±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1053.8±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1085.7±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1107±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1128.9±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1144.2±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1161±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1174.9±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1188.8±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1200.9±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,980.3±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1020.1±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1050.4±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1082.5±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1103.9±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1125.9±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1141.4±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1157.7±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1171.6±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1185.6±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1197.5±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,976.2±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1016.6±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1047.1±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1079.1±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1100.7±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1122.6±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1138.1±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1154.6±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1168.3±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1182±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1193.6±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,972.2±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1013.5±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1043.8±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1075.6±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1097±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1118.9±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1134.7±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1151.2±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1164.6±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1178.2±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1189.5±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,968.1±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1010.2±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1040.8±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1072.5±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1094±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1116.1±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1131.8±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1148.2±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1161.9±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1175.3±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1186.2±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,964±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1007.3±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1037.7±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1069.4±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1091±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1113±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1129±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1145.6±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1159.2±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1172.7±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
SMXoO,0.0,0.0,1182.9±2,Master and Malek (2020),Density,Liquid,AArYBF,AAUfPO,,1-butyl-3-methylimidazolium tetrafluoroborate,N-methylaniline,
tnoRF,0.0,0.0,1240±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1239±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1238±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1239±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1239±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1242±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1245±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1252±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1256±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1258±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1258±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1260±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1260±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1236±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1235±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1235±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1235±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1236±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1238±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
tnoRF,0.0,0.0,1241±14,Nordness et al. (2021),Density,Liquid,AARkmK,AAtWDT,,glycerol,1-ethyl-3-methylimidazolium ethyl sulfate,
